user_id,manga_id,rating
7543027,33009,80
7543027,33588,70
7543027,34632,80
7543027,43723,100
7543027,53502,70
7543027,55515,70
7543027,66369,80
7543027,73415,100
7543027,85281,100
7543027,85412,80
7543027,85540,80
7543027,86082,100
7543027,87170,90
7543027,104540,90
7543027,105778,90
7543027,106232,70
7543027,107237,100
7543027,109661,70
7543027,110396,90
7543027,111474,80
7543027,114003,80
7543027,114972,60
7543027,120537,80
7543027,122278,60
7543027,130551,70
7543027,133088,50
7543027,135802,70
7543027,139855,70
7543027,141157,80
7543027,142568,70
7543027,149544,30
7543027,170399,90
7543027,184016,60
7543027,187604,60
272249,30002,100
272249,30011,100
272249,30012,80
272249,30013,100
272249,30021,100
272249,30024,80
272249,30026,80
272249,30047,80
272249,30051,90
272249,30074,80
272249,30136,80
272249,30564,80
272249,30583,100
272249,30598,80
272249,30676,90
272249,30908,80
272249,30988,70
272249,31061,90
272249,31649,85
272249,31706,100
272249,33031,100
272249,33378,80
272249,33438,70
272249,33866,90
272249,33986,80
272249,34632,95
272249,35293,70
272249,35911,70
272249,37375,75
272249,37482,90
272249,37519,70
272249,38848,80
272249,39711,90
272249,43290,90
272249,44790,100
272249,46688,60
272249,46765,100
272249,51525,90
272249,53390,100
272249,54098,80
272249,54294,80
272249,55132,80
272249,55297,80
272249,60315,80
272249,61499,75
272249,63327,100
272249,65719,60
272249,69139,70
272249,72451,85
272249,74485,75
272249,75757,80
272249,75996,80
272249,78025,90
272249,78151,80
272249,85135,80
272249,85226,80
272249,85307,100
272249,85327,60
272249,85486,90
272249,85566,80
272249,85611,100
272249,85747,90
272249,85966,70
272249,86123,90
272249,86136,70
272249,86171,80
272249,86964,90
272249,87170,80
272249,87178,90
272249,87216,80
272249,87423,90
272249,87471,90
272249,96737,70
272249,97713,70
272249,98346,70
272249,98416,85
272249,98674,60
272249,100230,80
272249,100671,60
272249,100991,75
272249,101517,90
272249,105469,90
272249,105778,80
272249,106654,80
272249,106867,90
272249,107279,90
272249,113055,70
272249,118599,65
272249,122823,70
272249,124015,60
272249,126944,65
272249,128894,65
272249,132182,80
272249,167022,65
272249,167794,70
272249,171004,70
272249,171081,70
272249,174358,65
272249,174546,55
